Name,CompanyType,ValidationStatus,Phone_Type,Phone_Number,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status,Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
Smith and Sons,LLC,Approved,Fax,(262) 359-6576,Personal,tiffany.hart@smith.com,True,TAX50580,DUNS,cR19719,Inactive,"5685 Michael Grove Suite 135, Apt. 413, Gardnerchester, UT 55131-9620",5685 Michael Grove Suite 135,Apt. 413,Gardnerchester,UT,USA,55131-9620,55131,9620
"Wallace, Tapia and Shelton",Partnership,Validated,Home,(859) 628-1058,Support,jennifer.grant@wallace.com,True,TAX96557,EIN,IU28702,Expired,"51846 Guzman Points, Suite 524, Mitchellhaven, PR 49716-9687",51846 Guzman Points,Suite 524,Mitchellhaven,PR,USA,49716-9687,49716,9687
Washington-Powell,Private,Approved,Office,(963) 610-8814,Personal,cory.kelly@washingtonpowell.com,False,TAX31256,LEI,qZ38611,Active,"5017 Heather Circles, Suite 971, Richardton, MP 94170-7866",5017 Heather Circles,Suite 971,Richardton,MP,USA,94170-7866,94170,7866
Frazier-Brown,LLC,In Review,Mobile,(354) 867-2946,HR,devin.anderson@frazierbrown.com,False,TAX44471,LEI,xz64087,Expired,"640 Sara Track, Jasonfurt, MO 48321-2401",640 Sara Track,,Jasonfurt,MO,USA,48321-2401,48321,2401
Livingston-Edwards,LLC,Validated,Home,(616) 948-3076,Personal,vanessa.greene@livingstonedwards.com,False,TAX70149,GST,sO08528,Pending,"4984 Rush Station, Garciastad, SC 61244-1003",4984 Rush Station,,Garciastad,SC,USA,61244-1003,61244,1003
Pierce-Smith,Private,Rejected,Mobile,(794) 449-1106,Support,stacy.hernandez@piercesmith.com,False,TAX66034,PAN,IR37364,Active,"808 Munoz Shoal, East Kathryn, WI 70300-4289",808 Munoz Shoal,,East Kathryn,WI,USA,70300-4289,70300,4289
Bailey Ltd,Government,Pending,Office,(827) 929-9832,HR,jesus.larson@bailey.com,False,TAX83667,TIN,Kc28488,Active,"613 Mandy Ridge, Apt. 365, West Robertside, CO 95575-9720",613 Mandy Ridge,Apt. 365,West Robertside,CO,USA,95575-9720,95575,9720
May Inc,LLC,In Review,Mobile,(350) 822-9565,Personal,sarah.barron@may.com,True,TAX55657,GST,jD42550,Inactive,"99843 Jeffrey Fork, Suite 505, Jenkinsville, MN 29949-6836",99843 Jeffrey Fork,Suite 505,Jenkinsville,MN,USA,29949-6836,29949,6836
Mann LLC,Public,In Review,Fax,(461) 338-9737,HR,henry.ramsey@mann.com,False,TAX49540,TIN,Lu93972,Inactive,"49942 Kimberly Mountains, Apt. 893, Markhaven, GA 58150-5129",49942 Kimberly Mountains,Apt. 893,Markhaven,GA,USA,58150-5129,58150,5129
Rodgers-Macias,Non-Profit,Rejected,Home,(911) 608-2569,Personal,tara.fernandez@rodgersmacias.com,True,TAX12890,LEI,mi10971,Pending,"5951 Howard Mountain Apt. 806, Scottton, IN 11571-2468",5951 Howard Mountain Apt. 806,,Scottton,IN,USA,11571-2468,11571,2468
Walker Group,Government,In Review,Home,(739) 615-7718,Business,edward.summers@walker.com,False,TAX59568,PAN,XC41500,Active,"3549 Marshall Points, Lake Bradleyview, UT 89853-8892",3549 Marshall Points,,Lake Bradleyview,UT,USA,89853-8892,89853,8892
Saunders-Short,Partnership,Validated,Home,(507) 309-8165,Personal,sean.bird@saundersshort.com,False,TAX65803,EIN,Rh15075,Active,"96981 Ruiz Crossing, Apt. 164, Victoriatown, FL 64330-2542",96981 Ruiz Crossing,Apt. 164,Victoriatown,FL,USA,64330-2542,64330,2542
Harris-Tapia,Public,In Review,Home,(602) 505-9172,HR,amanda.williams@harristapia.com,False,TAX17717,EIN,Ig08182,Expired,"317 George Vista, Apt. 162, Priceshire, MD 35808-8242",317 George Vista,Apt. 162,Priceshire,MD,USA,35808-8242,35808,8242
Jacobs and Sons,Private,Pending,Home,(506) 424-5669,Sales,robert.merritt@jacobs.com,False,TAX29622,DUNS,iL32086,Inactive,"863 Brandon Parks Apt. 401, Whiteberg, SC 42508-7262",863 Brandon Parks Apt. 401,,Whiteberg,SC,USA,42508-7262,42508,7262
"Obrien, Taylor and Smith",LLC,In Review,Home,(631) 447-6972,Personal,angela.moore@obrien.com,True,TAX75326,DUNS,Df53194,Active,"04362 Michael Mission, East Jessica, VT 27402-3047",04362 Michael Mission,,East Jessica,VT,USA,27402-3047,27402,3047
"Nguyen, Wilson and Thomas",Private,Validated,Mobile,(246) 965-9333,Sales,nicole.newton@nguyen.com,False,TAX83831,GST,Qn37532,Pending,"4538 Dana Stravenue Apt. 619, Apt. 396, Wrightmouth, TX 46902-2333",4538 Dana Stravenue Apt. 619,Apt. 396,Wrightmouth,TX,USA,46902-2333,46902,2333
Contreras-Hernandez,Government,In Review,Home,(579) 284-8705,HR,kevin.garza@contrerashernandez.com,False,TAX12632,EIN,DC09915,Expired,"12780 Philip Coves Suite 891, Apt. 199, Richardberg, ID 11760-3269",12780 Philip Coves Suite 891,Apt. 199,Richardberg,ID,USA,11760-3269,11760,3269
Harris Ltd,Government,In Review,Mobile,(669) 228-6722,HR,hunter.powell@harris.com,False,TAX69079,LEI,jd92643,Pending,"59639 Davis Station Suite 659, New Samantha, WY 65168-2343",59639 Davis Station Suite 659,,New Samantha,WY,USA,65168-2343,65168,2343
Kennedy and Sons,Non-Profit,Approved,Home,(796) 692-9977,Sales,samantha.robinson@kennedy.com,True,TAX74180,LEI,mY01759,Inactive,"2340 Miller Estates, Suite 046, Martinezberg, IN 96989-3223",2340 Miller Estates,Suite 046,Martinezberg,IN,USA,96989-3223,96989,3223
Bates Group,Non-Profit,Validated,Fax,(531) 745-3611,Business,heather.cunningham@bates.com,False,TAX51219,GST,Tm19693,Pending,"907 English Coves Suite 347, Suite 037, Mariafurt, FM 91223-4465",907 English Coves Suite 347,Suite 037,Mariafurt,FM,USA,91223-4465,91223,4465
Jones-Thomas,LLC,Pending,Office,(301) 430-5790,Sales,kyle.rodriguez@jonesthomas.com,False,TAX59338,TIN,ju08034,Inactive,"35222 Williams Glens, Port Jeanne, MP 54917-5859",35222 Williams Glens,,Port Jeanne,MP,USA,54917-5859,54917,5859
Sanders-Chapman,Private,Validated,Fax,(509) 735-7191,Personal,cindy.golden@sanderschapman.com,True,TAX68662,GST,yc73846,Pending,"5217 Bishop Meadow Apt. 924, Mcconnellport, HI 51519-2730",5217 Bishop Meadow Apt. 924,,Mcconnellport,HI,USA,51519-2730,51519,2730
Brooks Ltd,Private,Validated,Mobile,(958) 614-4689,Support,michael.richards@brooks.com,False,TAX56674,LEI,Pa51604,Expired,"1610 Sara Ways Apt. 126, Suite 506, Ashleyberg, DC 93807-5604",1610 Sara Ways Apt. 126,Suite 506,Ashleyberg,DC,USA,93807-5604,93807,5604
Kennedy-Jones,Public,Approved,Office,(844) 407-6102,Personal,zachary.russell@kennedyjones.com,True,TAX77506,GST,rp69739,Active,"9166 Jennifer Hill, East Victor, PA 95341-8418",9166 Jennifer Hill,,East Victor,PA,USA,95341-8418,95341,8418
Navarro-Harris,LLC,Pending,Fax,(636) 747-7222,HR,colin.george@navarroharris.com,True,TAX10670,PAN,al58852,Active,"099 Beard Lane, Apt. 657, Larafurt, NJ 93702-5345",099 Beard Lane,Apt. 657,Larafurt,NJ,USA,93702-5345,93702,5345
Brown-Davenport,Public,Approved,Office,(706) 982-7366,Support,susan.sanford@browndavenport.com,False,TAX51672,EIN,ge42923,Expired,"394 Wright Crossroad Suite 874, Suite 637, South Jacob, PR 85541-6685",394 Wright Crossroad Suite 874,Suite 637,South Jacob,PR,USA,85541-6685,85541,6685
Jordan Group,Private,Rejected,Mobile,(535) 667-8567,HR,james.parker@jordan.com,True,TAX93621,EIN,vW12419,Pending,"3018 Watson Green Suite 077, Robertsonfort, CO 97513-8543",3018 Watson Green Suite 077,,Robertsonfort,CO,USA,97513-8543,97513,8543
Hull Group,Public,Validated,Mobile,(397) 771-4189,Business,tyler.navarro@hull.com,True,TAX27005,DUNS,GT27541,Pending,"09355 Cortez Gardens, Suite 679, Marcusstad, CA 58089-5355",09355 Cortez Gardens,Suite 679,Marcusstad,CA,USA,58089-5355,58089,5355
Fields LLC,Public,Approved,Fax,(320) 825-8156,Support,christina.owen@fields.com,True,TAX75391,LEI,ag50305,Inactive,"08733 Atkinson Spurs, Suite 386, Stephaniebury, TN 30458-7434",08733 Atkinson Spurs,Suite 386,Stephaniebury,TN,USA,30458-7434,30458,7434
"Morgan, Carter and Mueller",Public,Approved,Office,(854) 437-8472,Sales,travis.thompson@morgan.com,False,TAX39957,LEI,xY33813,Active,"107 Greene Orchard, Aliciatown, UT 42008-1229",107 Greene Orchard,,Aliciatown,UT,USA,42008-1229,42008,1229
Gonzalez LLC,Government,Validated,Home,(251) 965-9678,Business,paul.hughes@gonzalez.com,False,TAX83047,TIN,XO44766,Pending,"3204 Mullins Green, Wardburgh, OH 90488-5128",3204 Mullins Green,,Wardburgh,OH,USA,90488-5128,90488,5128
Guzman Inc,Public,In Review,Office,(549) 352-5879,Support,kimberly.walton@guzman.com,True,TAX20906,TIN,Ym92682,Expired,"4486 Robert Courts, Burnettmouth, ID 75103-7888",4486 Robert Courts,,Burnettmouth,ID,USA,75103-7888,75103,7888
Miranda LLC,Private,Validated,Fax,(504) 601-6254,HR,erin.hill@miranda.com,False,TAX90861,DUNS,bx28562,Expired,"834 Steven Mission, Alanburgh, PA 55485-5718",834 Steven Mission,,Alanburgh,PA,USA,55485-5718,55485,5718
"Robinson, Lindsey and Glover",Public,Rejected,Mobile,(665) 957-3166,Support,jason.baker@robinson.com,True,TAX67720,GST,nT42124,Expired,"4682 Bentley Shore, Apt. 646, West Timothyborough, KS 98006-6947",4682 Bentley Shore,Apt. 646,West Timothyborough,KS,USA,98006-6947,98006,6947
"Smith, Cook and Cox",Non-Profit,Pending,Office,(496) 233-8128,Sales,michael.carroll@smith.com,False,TAX24601,PAN,jR03871,Active,"6672 Williams Lodge Suite 036, Apt. 030, South Jenniferhaven, MP 79072-5042",6672 Williams Lodge Suite 036,Apt. 030,South Jenniferhaven,MP,USA,79072-5042,79072,5042
"Bennett, King and Lopez",Government,Rejected,Fax,(982) 476-6248,HR,cody.johnson@bennett.com,True,TAX35919,DUNS,Pb70471,Expired,"8565 Thompson Landing, Wilsonside, IA 50421-1960",8565 Thompson Landing,,Wilsonside,IA,USA,50421-1960,50421,1960
Delgado-Keller,Non-Profit,In Review,Office,(949) 829-1352,Sales,hayley.sims@delgadokeller.com,False,TAX15641,GST,Xt97104,Expired,"76779 Blake Skyway, Apt. 810, Foleyside, MD 74336-8100",76779 Blake Skyway,Apt. 810,Foleyside,MD,USA,74336-8100,74336,8100
Duke Group,LLC,Approved,Office,(432) 311-8253,Sales,kenneth.bailey@duke.com,False,TAX39605,EIN,kY54616,Pending,"29243 Hull Summit Suite 392, Lake Angelaborough, MT 23544-4624",29243 Hull Summit Suite 392,,Lake Angelaborough,MT,USA,23544-4624,23544,4624
Scott-Jones,Public,Rejected,Mobile,(547) 438-6887,Sales,amanda.james@scottjones.com,True,TAX39316,DUNS,qu17285,Active,"77234 Chandler Field Suite 695, Suite 146, Spencerberg, PW 19696-7551",77234 Chandler Field Suite 695,Suite 146,Spencerberg,PW,USA,19696-7551,19696,7551
Gillespie Inc,Partnership,In Review,Home,(658) 642-7924,Business,lee.roach@gillespie.com,True,TAX79928,DUNS,kS58323,Inactive,"4308 Melissa Landing, Suite 017, New Dennisburgh, GA 21673-5066",4308 Melissa Landing,Suite 017,New Dennisburgh,GA,USA,21673-5066,21673,5066
"Gibson, Guzman and Mccoy",Private,Rejected,Office,(294) 391-3938,Personal,john.wallace@gibson.com,True,TAX67466,GST,tR33801,Inactive,"29058 Cody Harbor Apt. 294, Alejandrochester, MH 17862-7617",29058 Cody Harbor Apt. 294,,Alejandrochester,MH,USA,17862-7617,17862,7617
"Knight, Matthews and Collins",Private,Pending,Mobile,(978) 325-8094,Personal,justin.stokes@knight.com,True,TAX46380,LEI,tz15073,Expired,"046 Donna Ford, Apt. 499, South John, VA 20302-7283",046 Donna Ford,Apt. 499,South John,VA,USA,20302-7283,20302,7283
Thomas Ltd,Public,Validated,Fax,(674) 927-4040,Personal,david.harris@thomas.com,True,TAX41324,EIN,gA32246,Inactive,"62173 Powell Stravenue, North Matthewstad, FM 49910-3716",62173 Powell Stravenue,,North Matthewstad,FM,USA,49910-3716,49910,3716
"Edwards, Roberson and Butler",Partnership,Validated,Office,(992) 686-1647,Support,david.burgess@edwards.com,False,TAX60922,GST,QB98382,Inactive,"83604 Monica Groves, Josephshire, VT 37680-7081",83604 Monica Groves,,Josephshire,VT,USA,37680-7081,37680,7081
Rogers-Martinez,Non-Profit,Pending,Mobile,(215) 980-5574,Sales,rebecca.wong@rogersmartinez.com,True,TAX34892,EIN,dt61917,Active,"86162 Chris Island Apt. 600, New Hannah, NH 26523-4590",86162 Chris Island Apt. 600,,New Hannah,NH,USA,26523-4590,26523,4590
"Long, Jones and Hardy",LLC,Pending,Mobile,(518) 554-5609,Support,justin.lowe@long.com,True,TAX46922,EIN,vR70027,Expired,"9421 Olson Orchard, Galvanborough, SD 64560-2816",9421 Olson Orchard,,Galvanborough,SD,USA,64560-2816,64560,2816
"Blevins, Whitaker and Nelson",Private,Pending,Office,(271) 494-6290,Support,melanie.webb@blevins.com,False,TAX41978,EIN,Ck03725,Pending,"051 Christian Turnpike, Munozchester, GA 33180-7098",051 Christian Turnpike,,Munozchester,GA,USA,33180-7098,33180,7098
Davis and Sons,LLC,In Review,Mobile,(797) 633-4922,HR,beverly.davis@davis.com,True,TAX56847,LEI,uv42133,Expired,"817 Jodi Wells, Apt. 710, New Davidbury, DE 61931-6744",817 Jodi Wells,Apt. 710,New Davidbury,DE,USA,61931-6744,61931,6744
Rogers and Sons,Private,Approved,Office,(718) 639-2786,Business,michelle.roy@rogers.com,False,TAX66419,TIN,Qu64078,Expired,"155 Leslie Expressway Suite 372, Makaylashire, WV 46953-8214",155 Leslie Expressway Suite 372,,Makaylashire,WV,USA,46953-8214,46953,8214
"Williams, Neal and Madden",Private,Pending,Mobile,(286) 873-5366,Personal,michael.sherman@williams.com,True,TAX96040,GST,My59853,Active,"6531 David Mountain Suite 384, Suite 986, Bowmanbury, NM 95452-8996",6531 David Mountain Suite 384,Suite 986,Bowmanbury,NM,USA,95452-8996,95452,8996
Shepherd-Jenkins,Partnership,Approved,Office,(519) 348-1346,Personal,christian.turner@shepherdjenkins.com,True,TAX85420,DUNS,JG55088,Pending,"451 Gerald Islands Suite 368, Lake Mark, MN 77785-8407",451 Gerald Islands Suite 368,,Lake Mark,MN,USA,77785-8407,77785,8407
French-Williams,LLC,Approved,Mobile,(567) 313-3747,Personal,nathan.walker@frenchwilliams.com,False,TAX78498,GST,bx90827,Active,"806 Cordova Mill, Lake Megan, GU 38339-7849",806 Cordova Mill,,Lake Megan,GU,USA,38339-7849,38339,7849
Cochran LLC,LLC,Rejected,Office,(652) 442-5803,Business,alicia.gates@cochran.com,True,TAX13592,DUNS,GV49665,Pending,"268 Chase Mountains Apt. 924, Savannahhaven, NJ 50470-2840",268 Chase Mountains Apt. 924,,Savannahhaven,NJ,USA,50470-2840,50470,2840
Hughes-Glover,LLC,Rejected,Mobile,(976) 366-1173,Support,charles.robertson@hughesglover.com,True,TAX41607,EIN,CP07977,Inactive,"7358 Serrano Road Apt. 833, Suite 775, Harveyton, AS 40103-7492",7358 Serrano Road Apt. 833,Suite 775,Harveyton,AS,USA,40103-7492,40103,7492
"Bautista, Rangel and Morris",LLC,Approved,Fax,(618) 358-7399,Sales,kimberly.mcdonald@bautista.com,False,TAX82267,EIN,wE24658,Expired,"4321 Gaines Fall, Suite 085, New Jennahaven, KY 20377-4745",4321 Gaines Fall,Suite 085,New Jennahaven,KY,USA,20377-4745,20377,4745
"Frederick, Chase and Smith",Government,Pending,Mobile,(941) 556-4640,Personal,juan.bennett@frederick.com,True,TAX92993,PAN,EB46855,Inactive,"2896 Paul Vista, Suite 451, West Mark, SD 85868-7603",2896 Paul Vista,Suite 451,West Mark,SD,USA,85868-7603,85868,7603
"Guzman, Ross and Boyd",Private,Pending,Fax,(492) 359-9899,Support,sheryl.kaufman@guzman.com,False,TAX18170,GST,Gz48173,Active,"525 Marcus Glen Suite 046, Suite 344, Ronaldmouth, ID 19209-9864",525 Marcus Glen Suite 046,Suite 344,Ronaldmouth,ID,USA,19209-9864,19209,9864
"Montes, Harrison and Flores",Private,Pending,Fax,(499) 774-8466,HR,david.long@montes.com,True,TAX31678,PAN,dH08046,Active,"8032 Wilkinson Stravenue Apt. 924, Suite 920, Brittanyview, NV 85590-8953",8032 Wilkinson Stravenue Apt. 924,Suite 920,Brittanyview,NV,USA,85590-8953,85590,8953
Thompson-Bowman,LLC,In Review,Fax,(787) 396-1890,HR,christopher.nelson@thompsonbowman.com,True,TAX34413,TIN,mf03434,Active,"10806 Troy Pines Apt. 356, Suite 855, Port Nicholas, VA 45982-7762",10806 Troy Pines Apt. 356,Suite 855,Port Nicholas,VA,USA,45982-7762,45982,7762
Kirk-Harris,LLC,Pending,Home,(531) 662-3769,Sales,stanley.flynn@kirkharris.com,False,TAX79437,LEI,mc12061,Inactive,"757 Steven Flat, Apt. 547, East Williamchester, PW 21882-2388",757 Steven Flat,Apt. 547,East Williamchester,PW,USA,21882-2388,21882,2388
"Love, Allen and Lee",Government,Validated,Fax,(566) 422-2150,Support,tanner.ballard@love.com,True,TAX11206,DUNS,VV86772,Pending,"9598 Deborah Wells, Xavierburgh, NH 42431-8772",9598 Deborah Wells,,Xavierburgh,NH,USA,42431-8772,42431,8772
Mason and Sons,Non-Profit,Validated,Mobile,(434) 853-7955,Support,jessica.davidson@mason.com,False,TAX98121,EIN,gg97034,Active,"4404 Webster Corner Apt. 996, Apt. 160, New Kenneth, CT 99245-2268",4404 Webster Corner Apt. 996,Apt. 160,New Kenneth,CT,USA,99245-2268,99245,2268
Rhodes-Weaver,Non-Profit,In Review,Home,(688) 203-7644,Business,james.perkins@rhodesweaver.com,True,TAX27946,GST,hE99885,Active,"86974 Kathryn Ramp Apt. 711, Apt. 651, Port Kathrynland, IN 28935-4614",86974 Kathryn Ramp Apt. 711,Apt. 651,Port Kathrynland,IN,USA,28935-4614,28935,4614
Roach-Barber,Partnership,Pending,Home,(546) 608-4011,HR,anthony.ruiz@roachbarber.com,True,TAX43819,LEI,fD99936,Expired,"430 Hannah Oval Apt. 858, Suite 886, Woodwardtown, CO 12423-1775",430 Hannah Oval Apt. 858,Suite 886,Woodwardtown,CO,USA,12423-1775,12423,1775
Phelps LLC,Partnership,Pending,Mobile,(632) 261-8394,Business,corey.english@phelps.com,False,TAX20345,PAN,CM43813,Expired,"0649 Patrick Junction Apt. 263, Suite 074, Smithmouth, TX 57845-6946",0649 Patrick Junction Apt. 263,Suite 074,Smithmouth,TX,USA,57845-6946,57845,6946
Faulkner LLC,Public,Rejected,Home,(658) 987-8351,Personal,luis.stewart@faulkner.com,False,TAX89441,PAN,zP76588,Active,"53466 Jones Freeway, Lake Brandonbury, AZ 92371-9370",53466 Jones Freeway,,Lake Brandonbury,AZ,USA,92371-9370,92371,9370
Jordan-Mcdaniel,Government,Approved,Office,(775) 372-4994,Personal,ashley.jacobson@jordanmcdaniel.com,False,TAX33031,PAN,gf29440,Active,"156 Rachel Turnpike, Bestshire, KS 60675-2574",156 Rachel Turnpike,,Bestshire,KS,USA,60675-2574,60675,2574
"Ortiz, Dean and Jenkins",Private,In Review,Fax,(948) 928-5081,HR,adriana.tran@ortiz.com,False,TAX59922,LEI,LX19742,Pending,"423 Sampson Ways Apt. 919, Murrayland, SC 89827-8126",423 Sampson Ways Apt. 919,,Murrayland,SC,USA,89827-8126,89827,8126
"Alexander, Jones and Miller",Public,Validated,Home,(244) 269-9410,Support,michael.french@alexander.com,True,TAX42456,LEI,hV04444,Active,"2417 Roberts Shoals Suite 572, Suite 075, Michaelchester, MD 13515-9037",2417 Roberts Shoals Suite 572,Suite 075,Michaelchester,MD,USA,13515-9037,13515,9037
Rivera Ltd,LLC,Pending,Mobile,(495) 838-7891,Personal,vanessa.moore@rivera.com,True,TAX47262,GST,WO21705,Active,"9689 Frye Burgs, Jacquelinestad, LA 65959-2132",9689 Frye Burgs,,Jacquelinestad,LA,USA,65959-2132,65959,2132
Chandler-Mcneil,Partnership,Pending,Fax,(724) 983-5162,HR,jeremy.gardner@chandlermcneil.com,True,TAX47547,EIN,RU35236,Active,"660 Price Pass Suite 825, Apt. 834, Blackborough, PA 50042-9930",660 Price Pass Suite 825,Apt. 834,Blackborough,PA,USA,50042-9930,50042,9930
Duncan Group,Non-Profit,Validated,Mobile,(703) 480-9783,Business,cassandra.oconnell@duncan.com,False,TAX15494,DUNS,Gk57270,Active,"659 Hunt Field, Suite 633, Robinsonfurt, WV 60443-3501",659 Hunt Field,Suite 633,Robinsonfurt,WV,USA,60443-3501,60443,3501
Wilson-Hughes,Non-Profit,Pending,Office,(761) 761-7855,Support,steven.horn@wilsonhughes.com,True,TAX42563,GST,Rs52251,Active,"168 Richards Skyway Suite 595, Toddburgh, NC 23315-8401",168 Richards Skyway Suite 595,,Toddburgh,NC,USA,23315-8401,23315,8401
Santos Group,LLC,Validated,Office,(308) 524-9475,HR,christopher.thompson@santos.com,False,TAX95480,DUNS,qW50944,Inactive,"588 Roy Oval, Suite 634, Heatherborough, WA 36977-5755",588 Roy Oval,Suite 634,Heatherborough,WA,USA,36977-5755,36977,5755
Skinner and Sons,Government,Validated,Mobile,(897) 462-3121,Support,brad.nelson@skinner.com,False,TAX96433,LEI,tc27187,Active,"708 Katie Harbors, Suite 346, Lake Jeffrey, WV 77535-3277",708 Katie Harbors,Suite 346,Lake Jeffrey,WV,USA,77535-3277,77535,3277
Rice-Jones,LLC,Validated,Home,(417) 634-2702,Personal,james.rice@ricejones.com,False,TAX40344,GST,Wm54801,Inactive,"99653 David Course Apt. 691, Elizabethport, NE 70346-3155",99653 David Course Apt. 691,,Elizabethport,NE,USA,70346-3155,70346,3155
Cole PLC,Public,Pending,Office,(512) 771-3848,HR,randy.andrews@cole.com,False,TAX79713,EIN,PW70150,Expired,"583 Kelly Hills, Lake Jose, ND 19481-7511",583 Kelly Hills,,Lake Jose,ND,USA,19481-7511,19481,7511
"Monroe, Stokes and Guerrero",Government,Rejected,Home,(553) 232-1231,Personal,amanda.martinez@monroe.com,False,TAX60492,DUNS,FK12050,Active,"53923 Jones Forges Apt. 173, Walkerfurt, AS 45220-1760",53923 Jones Forges Apt. 173,,Walkerfurt,AS,USA,45220-1760,45220,1760
Hicks LLC,Private,Validated,Fax,(863) 423-8238,HR,william.kennedy@hicks.com,True,TAX80792,TIN,mk73800,Expired,"92506 Andrea Shore, South Travis, MT 51140-2279",92506 Andrea Shore,,South Travis,MT,USA,51140-2279,51140,2279
"Russell, Fletcher and Gonzalez",Public,In Review,Home,(636) 434-6975,Business,dawn.lee@russell.com,False,TAX89290,DUNS,kz91396,Inactive,"69733 Brandon Crest, Fosterbury, SC 27456-6401",69733 Brandon Crest,,Fosterbury,SC,USA,27456-6401,27456,6401
"Shelton, Dunn and Romero",LLC,Rejected,Mobile,(888) 401-8321,Personal,nancy.green@shelton.com,False,TAX66407,GST,Ox41746,Expired,"447 Williams Lane, Staceyberg, OH 49692-9840",447 Williams Lane,,Staceyberg,OH,USA,49692-9840,49692,9840
Carrillo-Kramer,Government,Approved,Mobile,(751) 222-7949,HR,renee.gonzalez@carrillokramer.com,False,TAX99394,GST,FW28548,Active,"1445 Tamara Vista Suite 644, Suite 972, South Sarahborough, MI 75651-5547",1445 Tamara Vista Suite 644,Suite 972,South Sarahborough,MI,USA,75651-5547,75651,5547
"Campbell, Rogers and Alexander",LLC,Pending,Mobile,(705) 841-2041,Business,jessica.smith@campbell.com,True,TAX64331,GST,hf71667,Pending,"00567 Laura Underpass, Apt. 316, Rubioborough, GU 17202-5264",00567 Laura Underpass,Apt. 316,Rubioborough,GU,USA,17202-5264,17202,5264
