Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
Caldwell-Wright,Government,"25039 Ryan Wells Apt. 821, Vasquezmouth, WA, USA - 94113-3988",Fax,001-709-464-5208x32798,In Review,Business,hallchristopher@example.org,True,TAX22846,LEI,ch54090,Active
Gray Group,Private,"570 Amy Square Suite 599, Carlstad, NM, USA - 44943-1119",Office,001-862-309-5067x203,Validated,HR,jjohnson@example.com,True,TAX32515,EIN,Ul06510,Inactive
"Camacho, Liu and Mayo",Partnership,"847 Dawson Trace, Kramermouth, KS, USA - 18578-8039",Office,7954281981,Rejected,Personal,thomasdiana@example.com,False,TAX68954,DUNS,un47063,Inactive
"Miller, Burke and Williams",Private,"774 Gonzalez Extension Apt. 638, Mooneyborough, MP, USA - 28509-3037",Home,(964)319-3498,Approved,Support,gallowayarthur@example.org,True,TAX23559,DUNS,RP14717,Inactive
Thomas PLC,Partnership,"26123 Amanda Common, Lake Carol, IA, USA - 93058-1461",Office,(945)777-7114x36031,In Review,Business,garciarobert@example.com,False,TAX14288,PAN,zz54006,Active
Byrd Group,Public,"34527 Carter Estate, West Jason, MP, USA - 72347-7013",Fax,950-517-3154x5339,Rejected,Personal,chadandrews@example.net,False,TAX47258,LEI,iR25505,Inactive
Stevenson Group,LLC,"52000 Michael Landing Apt. 568, Port Kevinbury, AK, USA - 43840-9513",Office,(445)442-6942x65876,Validated,Business,baileymelanie@example.org,False,TAX36969,EIN,vA86909,Inactive
Adams Ltd,Private,"24502 Clark Views Apt. 140, Wrighthaven, KS, USA - 18602-1288",Home,+1-466-282-1316x2115,Validated,Business,charlesdunn@example.org,True,TAX81134,LEI,rH78818,Active
Kim PLC,Private,"3685 Christopher Extensions, New Karabury, MN, USA - 18708-9850",Office,264.403.2411,Validated,Support,asloan@example.net,True,TAX86953,PAN,Ci43662,Inactive
Scott-Cook,Non-Profit,"07789 Howard Pines, New Anne, DC, USA - 84679-9611",Fax,(350)542-7539,Approved,Business,james59@example.net,True,TAX78554,GST,Nz86217,Inactive
"Bradford, Davis and Jones",LLC,"4773 Jonathan Station, Port Dominiquefort, IA, USA - 12125-1502",Home,+1-692-898-5631x1727,Rejected,HR,chelsea44@example.org,True,TAX76907,DUNS,qM48684,Inactive
Carter-Davis,Government,"124 Crystal Dale, South James, OK, USA - 66900-9555",Home,001-781-368-3371x81009,Validated,HR,englishaustin@example.org,True,TAX91707,DUNS,LS06004,Active
Duffy PLC,Non-Profit,"51915 Denise Neck, Port Bianca, ND, USA - 10105-2185",Home,(859)242-7706x996,Validated,Business,woodsteven@example.com,True,TAX30811,EIN,st10833,Active
Smith LLC,Private,"67423 Heath Springs Suite 397, Medinachester, VT, USA - 71822-2236",Home,298.738.7353,Validated,HR,richard57@example.org,True,TAX75540,LEI,GU09048,Active
Gross PLC,Partnership,"34572 Jason Walks Apt. 929, North Amy, NE, USA - 10959-7406",Fax,804-742-2882x5835,Rejected,Sales,tammydickerson@example.net,False,TAX74213,TIN,eZ59705,Active
"Delgado, Miller and Gomez",LLC,"939 Autumn Squares, Richardview, NH, USA - 88990-1986",Home,854.483.1782x72584,In Review,Support,mlarson@example.org,False,TAX97516,LEI,xi30673,Inactive
Gilmore-Blevins,Partnership,"6190 Torres Spur Apt. 359, Wongfurt, OR, USA - 85780-5493",Fax,316-831-2108x0756,Pending,Support,christopherhensley@example.com,True,TAX81809,EIN,jK46675,Active
Williamson-Myers,Non-Profit,"8008 William Coves Apt. 299, West Jason, SC, USA - 88070-9952",Home,(513)907-0064x73989,In Review,Personal,debbie94@example.org,True,TAX47178,EIN,tk34866,Inactive
Johnson-Phillips,Government,"365 Emily Ford, Campbellmouth, CO, USA - 88770-4796",Mobile,(677)396-4265,Approved,Support,catherine63@example.com,False,TAX14356,LEI,Sh87065,Inactive
Holmes LLC,Partnership,"59098 Cole Walks, Watkinsland, AR, USA - 20580-9609",Home,718-790-8935,Rejected,Sales,alex52@example.com,True,TAX30857,TIN,rQ68270,Inactive
Goodwin-Berry,Public,"951 Taylor Grove, Phillipsstad, SC, USA - 48538-9993",Home,001-585-939-4884x266,Pending,Personal,william29@example.org,False,TAX83016,EIN,ff44754,Inactive
"Wilkins, Morrison and Moreno",Public,"693 Miller Glens Suite 917, Brownshire, NV, USA - 43023-6104",Mobile,799-388-8615,Approved,Business,erikawhite@example.com,False,TAX20624,TIN,Yg34997,Inactive
"Lawrence, Durham and Fletcher",Government,"39821 Timothy Cape Suite 773, West Maria, IA, USA - 22870-7370",Office,589-578-8740x824,Pending,HR,kellerphillip@example.net,True,TAX30724,DUNS,Bi14086,Inactive
"Ortiz, Mitchell and Hernandez",LLC,"366 Michael Parkway, North John, IN, USA - 81005-2381",Home,001-867-758-2262x5650,Pending,Business,ecamacho@example.net,False,TAX21577,LEI,tu96814,Active
Reid Ltd,Non-Profit,"581 Garcia Lock Apt. 103, Gregorychester, MT, USA - 77443-5169",Fax,001-938-228-2530x80170,Rejected,Personal,tjoseph@example.net,True,TAX16052,TIN,up46987,Inactive
"Campbell, Tanner and Moore",Non-Profit,"5804 Chelsea Haven, Stewartside, MD, USA - 64248-6422",Mobile,3472358475,Validated,Sales,april98@example.net,True,TAX81454,LEI,Zg62679,Active
Burns Inc,Non-Profit,"16439 Dixon Ramp Apt. 365, Port Allison, MS, USA - 38498-5738",Fax,+1-859-968-2672x030,Validated,Support,jacobwilson@example.net,False,TAX81883,PAN,Ws74372,Inactive
"Lee, Cobb and Roy",LLC,"075 Larson Motorway, Christophermouth, VT, USA - 14388-1087",Mobile,372.326.3805x73636,Pending,HR,michael88@example.com,False,TAX55899,LEI,Lj17761,Active
Foster Group,Public,"401 Kevin Stravenue, Bakerview, TN, USA - 70454-8532",Office,001-279-295-5145,In Review,Personal,peter70@example.com,False,TAX10257,LEI,Xm38440,Inactive
"Mcconnell, Manning and Munoz",Private,"351 Mendoza Freeway, East Kyleton, NJ, USA - 80656-1352",Fax,001-234-436-5358,Pending,Business,johnsonjustin@example.com,True,TAX57495,PAN,Lc48258,Inactive
Miller-Barnes,Government,"84270 Benjamin Gateway, North Jose, MO, USA - 31402-1779",Home,482.236.5602x37554,Approved,Support,michaelblake@example.net,True,TAX47197,DUNS,iQ23136,Active
Wilson-Lynch,Public,"1244 Simpson Unions, Reedton, UT, USA - 24889-2269",Home,838-427-9167x576,Approved,Support,brandi23@example.org,False,TAX34952,EIN,kf80156,Inactive
Gonzalez LLC,Government,"44678 Felicia Oval, New Elizabethmouth, KS, USA - 45118-1652",Office,001-563-619-4405x0193,Approved,Personal,davidwells@example.com,False,TAX65036,PAN,cK48821,Inactive
"King, Vasquez and Jones",LLC,"81776 Diamond Point, New Devin, CT, USA - 43447-6147",Office,001-629-329-9545x15357,Pending,Personal,kanecarrie@example.org,False,TAX79401,PAN,FB47131,Inactive
"Mccullough, Green and Hill",Government,"47462 Matthew Crossroad Suite 448, Osbornland, WA, USA - 56233-6687",Office,5128432612,Validated,Support,lynchdarlene@example.com,True,TAX18486,PAN,XD25307,Active
Barnes-Frey,Non-Profit,"30923 Wang Extension, Dylanview, MA, USA - 78168-5475",Home,2212711187,Pending,HR,rhondaluna@example.com,False,TAX95968,EIN,ZA38311,Inactive
"Dunn, Davis and Powell",LLC,"6117 Chen Corner Apt. 730, South Alexandriaville, SC, USA - 63468-9425",Fax,+1-804-969-3800,Pending,Support,cameron72@example.net,True,TAX87649,LEI,Wb31943,Inactive
Williams-Rodriguez,Government,"70799 Nelson Drives Suite 123, Dennisview, VI, USA - 97981-2109",Mobile,767.968.3617x925,Pending,Business,bradyjamie@example.net,True,TAX85481,LEI,Th68817,Inactive
Johnson-Young,LLC,"299 Butler Course, Rogersfort, VA, USA - 14415-1216",Office,620.562.7702,Rejected,Personal,danielsemily@example.net,True,TAX93534,TIN,vr32736,Inactive
Murray and Sons,Government,"6790 Costa Lodge, Banksstad, GA, USA - 89260-1350",Fax,001-521-856-5653x6685,Approved,Personal,aliciaharper@example.com,False,TAX61055,PAN,kb46130,Active
"Foster, Hayes and Bell",Partnership,"566 Perez Rest Apt. 033, Stevenmouth, IN, USA - 28885-6480",Mobile,503-849-0620x812,Approved,HR,spencerjoshua@example.org,True,TAX27685,TIN,SX74684,Inactive
Stout-Woods,Partnership,"2503 Rachel Hills Apt. 662, Kathleenton, NY, USA - 34858-6426",Home,+1-379-845-2076x585,In Review,Business,jenniferroach@example.net,False,TAX74723,TIN,zO46282,Active
"Smith, Gonzalez and Moreno",Government,"45157 Dixon Flat Apt. 008, Torresburgh, TN, USA - 37454-7880",Fax,+1-727-704-2702,Approved,Personal,davidtrevino@example.net,True,TAX92858,EIN,qa87749,Active
"Lane, Hudson and Wilson",Government,"08891 Bailey Square Apt. 506, Rodgersfurt, MP, USA - 93342-8000",Mobile,001-883-484-0192x29781,Rejected,Support,sheppardscott@example.com,False,TAX69179,PAN,Es87290,Inactive
Young LLC,Partnership,"1922 Aguilar Lodge Apt. 396, West Carla, PR, USA - 22734-4578",Office,622-536-4082x33756,Rejected,HR,josejohnson@example.org,True,TAX73522,GST,NA62748,Active
Elliott-Hopkins,LLC,"4928 Sharon Key, Dannyland, GU, USA - 29589-8780",Office,658-834-2591,Validated,Business,jholmes@example.net,True,TAX54386,GST,FD37727,Inactive
White PLC,LLC,"1465 Katherine Land Apt. 353, Port Dianeside, NV, USA - 51490-9516",Mobile,511-495-6093x034,Pending,HR,castanedamarcus@example.org,False,TAX91474,LEI,Xn92209,Active
Young Ltd,Government,"86281 Carl Highway, Lindseyburgh, WV, USA - 10715-2404",Mobile,+1-621-967-2996x450,In Review,Personal,hullangela@example.com,False,TAX56476,PAN,KR25245,Inactive
Brown-Freeman,Partnership,"16254 Jillian Forges Suite 325, Kariview, MI, USA - 45345-6077",Home,(297)806-7908,Validated,Sales,xsanchez@example.org,False,TAX38460,TIN,bd95124,Inactive
Brown-Ward,Non-Profit,"680 Cindy Trail Apt. 481, Dustinberg, RI, USA - 93456-2971",Fax,523-408-2458x74743,Validated,Support,pflowers@example.com,True,TAX27546,DUNS,pW64965,Active
Mullen LLC,Government,"0006 Clayton Drive Apt. 481, Romeroview, WI, USA - 93104-6826",Office,+1-222-229-3401x39545,Validated,Business,daniel97@example.net,False,TAX88880,TIN,Xi28788,Inactive
Nguyen Inc,Partnership,"612 Jordan Circle Suite 140, Nathanielbury, DC, USA - 80005-9913",Mobile,739.868.9025x3532,Validated,Sales,wdavis@example.org,False,TAX41883,GST,iW61998,Active
Jackson-Singh,Public,"89187 Carson Curve Suite 278, Castilloside, CA, USA - 86135-6635",Office,716.933.0694,Approved,Personal,weavernicholas@example.org,True,TAX63674,DUNS,kQ30854,Inactive
Jennings-Kelly,Partnership,"59500 Berry Spur Suite 594, Jonesstad, WA, USA - 48412-1930",Home,(627)983-1960x582,Approved,Personal,james65@example.org,True,TAX45418,LEI,jN37636,Inactive
"Edwards, Pope and Reed",Partnership,"3416 Thomas Loop, Whiteshire, DE, USA - 15310-8793",Home,397-889-0126,Validated,Business,gchaney@example.net,False,TAX93310,LEI,HS75050,Inactive
Dixon-Hale,Government,"1795 Beasley Track, Royside, CA, USA - 65403-3989",Home,6363134128,Pending,Business,hhammond@example.com,False,TAX12014,PAN,Lw87874,Active
Schmidt Ltd,Private,"789 Gilbert Road, Gayland, NH, USA - 29369-4934",Fax,558.337.0930,In Review,Business,garcialuis@example.org,True,TAX53300,PAN,XC86778,Inactive
"Adkins, Brown and Bell",Non-Profit,"4474 Thompson Groves Suite 604, Port Tyler, IN, USA - 78302-5774",Fax,(483)745-9430x7013,Pending,HR,penny54@example.org,False,TAX74504,LEI,Fn63996,Inactive
"Harris, Pittman and Valenzuela",Public,"2258 Alisha Streets, South Jessicaberg, MT, USA - 56817-8194",Home,525-516-6262x9076,Rejected,Personal,stephanie81@example.org,False,TAX13402,TIN,IZ50725,Inactive
Gonzalez-Chen,LLC,"777 Kim Square Apt. 904, New Robin, AL, USA - 61422-7680",Fax,001-244-853-4296x875,Validated,Business,michealwoods@example.org,False,TAX79163,GST,li23440,Active
Henderson-Knight,Government,"351 Jones Ford Suite 106, Katherineberg, DC, USA - 31729-8018",Office,+1-768-657-0084,Validated,Personal,diazjoshua@example.org,False,TAX68969,GST,SY77725,Active
Mcdaniel-Taylor,LLC,"6691 Adam Pass Suite 937, Sancheztown, MS, USA - 68882-6803",Fax,545.515.7644x1072,Pending,Support,vargasdeborah@example.net,False,TAX75541,TIN,uv83544,Inactive
Love Ltd,Partnership,"2651 Guzman Lake Apt. 051, Port Drewberg, NE, USA - 52916-9575",Home,7258699185,Approved,Business,angelakennedy@example.net,False,TAX52026,TIN,jP10346,Inactive
Miller Group,LLC,"9073 Burgess Underpass, Port Hollychester, ME, USA - 82123-1275",Home,691.573.0466x575,Pending,HR,timothy28@example.org,False,TAX30819,GST,HQ77117,Inactive
Watkins-Jackson,Government,"1719 Aaron Walk, Chavezmouth, PW, USA - 59447-4710",Home,(612)716-9625,Rejected,Business,derek05@example.net,False,TAX14580,EIN,ad08550,Inactive
Brown-Burton,Government,"84361 Timothy Forge Suite 083, New Terriside, WY, USA - 71217-9178",Home,779.838.9788x18934,Rejected,Sales,erichutchinson@example.com,True,TAX78080,DUNS,TQ84308,Inactive
Ritter-Russell,Private,"91421 Kerri Creek Apt. 135, Arellanofurt, CT, USA - 53462-2939",Home,+1-609-946-8002x3405,Pending,HR,petergarcia@example.net,True,TAX89897,GST,GP59596,Inactive
"Williams, Smith and Tran",LLC,"4485 Maria Roads, South Brittany, PR, USA - 34655-1710",Office,001-828-737-7952,In Review,Sales,rebeccablair@example.net,True,TAX86174,DUNS,og34326,Inactive
Martin-Santiago,Public,"8194 Bowers Village, Port Jamesfurt, CT, USA - 41278-1623",Home,772-622-9558x57313,Approved,HR,jason86@example.com,True,TAX72611,LEI,NR16585,Inactive
Vaughn and Sons,Public,"323 Forbes Streets Suite 406, East Austin, MT, USA - 65451-1077",Mobile,001-351-772-7324x399,In Review,Business,sean53@example.org,True,TAX32907,GST,bq17313,Active
"Gallagher, Taylor and Harris",Partnership,"282 Short Garden Apt. 664, Meaganland, VI, USA - 86737-5884",Office,(728)804-8544,Rejected,HR,jeffreymays@example.net,True,TAX68561,PAN,mM27702,Active
Robinson-Miller,Partnership,"039 Price Dam Apt. 900, Lake Rachel, AK, USA - 11451-6752",Fax,851.740.0404,Pending,Business,pvega@example.net,False,TAX81111,DUNS,XQ66363,Active
Haynes LLC,Non-Profit,"29694 James Course Apt. 542, Dannyberg, IN, USA - 72129-9957",Home,+1-824-252-3627x60358,Approved,Personal,james30@example.net,False,TAX77795,EIN,nu24772,Inactive
Hall-Pena,Public,"475 Bartlett Skyway Suite 237, North Thomashaven, SD, USA - 37658-8334",Office,(650)603-4544x3929,Approved,Support,stokesshane@example.net,True,TAX58580,GST,LD08548,Active
Bray LLC,Private,"40635 Diana Fork, Carterborough, AS, USA - 32368-3435",Home,+1-521-919-1720x96177,Rejected,Sales,dandrews@example.com,False,TAX88987,LEI,lA84021,Active
"Montoya, Pham and Shields",Non-Profit,"9923 Crystal Spring, Kyleshire, FM, USA - 90014-7205",Home,277.380.1759x592,In Review,Sales,sara14@example.org,True,TAX51411,TIN,ko41709,Inactive
Dickson Ltd,LLC,"4492 Kevin Square, Port Douglasburgh, PW, USA - 42296-3840",Mobile,(819)616-9630,In Review,Personal,christina33@example.org,True,TAX68045,DUNS,yH18145,Active
"Reynolds, Patterson and Greene",Government,"81796 Jessica Station, Lake Jessica, WI, USA - 57072-8226",Office,514-449-6160x28608,Pending,Personal,stevecurry@example.org,True,TAX55441,PAN,Zv47147,Active
"Shields, Davis and Drake",Non-Profit,"0179 Christopher Trail Suite 694, South Jennifershire, MT, USA - 16074-8876",Home,406-259-8525x3464,Approved,Business,claytonemily@example.net,False,TAX83166,LEI,bO25083,Inactive
Green-Brown,Government,"6211 Eric Mills, Lake Drew, OK, USA - 19088-2684",Office,879-819-0970x70678,Rejected,Personal,rebecca56@example.net,True,TAX17623,EIN,pm31831,Active
Foster-Pittman,LLC,"48815 Villarreal Port, Peterberg, MD, USA - 50357-9661",Fax,3108870687,In Review,Sales,veronicastephens@example.org,False,TAX53940,TIN,xx48405,Inactive
"Jordan, Blake and Bishop",LLC,"437 Cook Prairie, Port Shannon, GA, USA - 26962-6919",Mobile,672-201-8746x4835,Rejected,Personal,elizabeth75@example.net,True,TAX56758,PAN,oD41569,Inactive
Fletcher-Wallace,Government,"696 Stephanie Streets Suite 753, North Mary, AL, USA - 14416-1569",Fax,+1-445-802-9481x52938,In Review,HR,jenniferglenn@example.com,True,TAX65142,TIN,lP41482,Inactive
"Stevens, Miller and Williamson",Private,"517 Tyrone Dam Suite 697, Josephshire, RI, USA - 27234-9530",Office,+1-566-394-9423x22631,Rejected,Support,melissa54@example.com,False,TAX19082,TIN,Du48080,Inactive
Ross-Phillips,Private,"135 Marcus Hill, Lorifort, DC, USA - 92141-7948",Home,512-507-3157x0714,In Review,Support,millerjeremy@example.com,True,TAX86240,GST,oY46503,Inactive
Bartlett-Swanson,LLC,"524 Terry Way, Bakerton, KY, USA - 55280-4852",Mobile,364-950-9567x6301,In Review,Support,parkerronald@example.net,True,TAX51867,TIN,ng01666,Active
Stone Inc,Private,"3208 Erickson Roads Apt. 157, North Kellystad, RI, USA - 81104-8014",Home,(345)532-8482x023,Approved,Business,zwells@example.org,True,TAX84163,GST,Ej13007,Inactive
Chang PLC,Government,"0380 Thomas Vista, West Melissa, AZ, USA - 26957-8551",Office,867-293-1268x2470,Approved,Support,steven73@example.org,True,TAX61071,LEI,dS26738,Active
Barnes LLC,Government,"0160 Jennifer Lakes Apt. 403, Michaelchester, IA, USA - 57413-6163",Mobile,001-822-497-8397x979,Validated,Support,pmurphy@example.org,True,TAX14698,LEI,cp37481,Active
Villanueva Inc,Public,"34168 Eric Lodge Apt. 900, Loweryburgh, GA, USA - 62784-6813",Office,5923357658,In Review,HR,danamccarthy@example.com,False,TAX59299,GST,so25845,Active
Cardenas-Nicholson,Non-Profit,"249 Blevins Ranch Suite 353, New Jacob, PA, USA - 52015-1573",Fax,001-315-592-1346x22941,Rejected,Personal,christopher70@example.org,False,TAX71872,DUNS,yW08787,Inactive
Middleton PLC,Public,"9626 Mckee Cove Suite 381, Port Cindy, DE, USA - 60207-4666",Fax,450.381.0561x6760,Pending,Business,kristylong@example.org,True,TAX72196,TIN,wS26990,Inactive
"Soto, Chan and Nguyen",Private,"56124 Bailey Loop, South Michael, OK, USA - 36315-8847",Office,(505)457-9399x429,Pending,Sales,rayjohn@example.com,True,TAX40945,GST,Qn56838,Active
Knight LLC,Non-Profit,"92518 Brianna Corner Suite 141, Lake Arianaborough, VT, USA - 67396-8177",Mobile,+1-609-462-2056x1555,Pending,Personal,nathan38@example.com,True,TAX62204,PAN,ON63670,Inactive
"Madden, Marshall and Bryant",Private,"6551 Olivia Parkway Apt. 434, North Phillip, KS, USA - 77888-2176",Mobile,(242)530-2102x110,Rejected,Support,robert39@example.com,False,TAX13345,DUNS,nP26434,Inactive
"Cruz, Gonzalez and Miller",Public,"9093 Darren Path Apt. 712, Amberhaven, SC, USA - 63866-9254",Mobile,(261)815-9699,Rejected,Sales,cynthiarichmond@example.org,True,TAX63754,GST,Kn59624,Inactive
Mayo-Miller,LLC,"57283 Todd Islands, Port Johnview, AS, USA - 52471-6358",Office,+1-251-406-7197x44164,Pending,Sales,craigluis@example.com,True,TAX77572,LEI,xl64731,Inactive
Williams Ltd,Government,"7515 Greene Stream, Henryborough, PR, USA - 22229-9344",Office,+1-415-499-9094,In Review,Sales,william02@example.net,False,TAX61527,LEI,bx25004,Active
"Bell, Wheeler and Powell",LLC,"72563 Frazier Lake, East Stephaniechester, PR, USA - 46774-5284",Office,725.577.7602x87994,Validated,Business,leekaren@example.org,False,TAX85323,EIN,yf31941,Active
Rivera PLC,LLC,"4828 Melanie Ports Apt. 660, Thomashaven, AL, USA - 92854-6497",Office,584-724-4501,In Review,Support,john95@example.org,True,TAX50334,EIN,px97270,Inactive
May-Le,Government,"18362 Christian Forge, Isabelbury, SD, USA - 25367-6061",Office,(331)623-1321,In Review,Sales,kleinmegan@example.net,False,TAX28033,DUNS,lZ52468,Inactive
"Mckenzie, Miller and Lloyd",Private,"3337 Gomez Row Apt. 680, West Paula, NC, USA - 34835-3039",Home,539.465.6162x63626,In Review,Business,fmyers@example.net,False,TAX92287,LEI,ON83161,Active
Wheeler Ltd,LLC,"697 Julie View Suite 703, Port Edward, WY, USA - 96454-2374",Home,(786)245-5088x2195,Pending,Business,livingstonlogan@example.org,False,TAX13524,LEI,by19270,Active
Hess-Brown,Government,"1482 Haas Expressway Suite 578, North Amy, MH, USA - 50359-7323",Office,(563)617-1610x5537,Approved,Sales,roytiffany@example.org,True,TAX45681,DUNS,QF37611,Inactive
"Dixon, Davis and Martinez",Public,"262 Adams Tunnel, East Lisa, DE, USA - 64519-3414",Home,923-449-2992x40253,Pending,Support,stewartkristen@example.net,False,TAX32338,DUNS,us44313,Inactive
"Wheeler, Phillips and Lester",Non-Profit,"553 Timothy Passage, South Josephton, MT, USA - 99020-5037",Office,5507805740,In Review,Business,swilliams@example.org,False,TAX23123,PAN,mZ43124,Active
